(Cisco Controller) >show ap summary



Number of APs.................................... 129


Global AP User Name.............................. swadmin

Global AP Dot1x User Name........................ Not Configured


AP Name             Slots  AP Model              Ethernet MAC       Location          Country     IP Address       Clients   DSE Location  
Warehouse4-AP03      2     AIR-CAP2702I-A-K9     d8:b1:90:0e:06:74  default location  US          172.22.40.115      0       [0 ,0 ,0 ]

SW-SF1-CAP-FAA8      2     AIR-CAP2702I-A-K9     54:a2:74:ca:fa:a8  Sales Floor       US          172.22.40.75       8       [0 ,0 ,0 ]

AP0462.73b4.7cbc     2     AIR-CAP2702I-A-K9     04:62:73:b4:7c:bc  default location  US          172.22.40.130      1       [0 ,0 ,0 ]

AP1005.ca5e.5285     2     AIR-CAP2602E-A-K9     10:05:ca:5e:52:85  default location  US          172.22.40.198      2       [0 ,0 ,0 ]

APf4cf.e2a4.adcc     2     AIR-CAP2702I-A-K9     f4:cf:e2:a4:ad:cc  default location  US          172.22.40.135      24      [0 ,0 ,0 ]

SW-SF1-CAP-85D4      2     AIR-CAP2702I-A-K9     e8:65:49:44:85:d4  Sales Floor       US          172.22.40.81       7       [0 ,0 ,0 ]

Theater-AP-5         2     AIR-CAP2602I-A-K9     6c:41:6a:17:1d:29  Theater           US          172.22.40.113      0       [0 ,0 ,0 ]

APe4aa.5d5b.268c     2     AIR-CAP2702I-A-K9     e4:aa:5d:5b:26:8c  default location  US          172.22.40.131      10      [0 ,0 ,0 ]

Service-02           2     AIR-CAP2602I-A-K9     78:da:6e:52:5e:f8  Service Bench     US          172.22.40.175      20      [0 ,0 ,0 ]

APa46c.2af5.4570     2     AIR-CAP2702I-A-K9     a4:6c:2a:f5:45:70  default location  US          172.22.40.77       12      [0 ,0 ,0 ]

TAKE-5-SWU           2     AIR-CAP2602I-A-K9     78:da:6e:85:0f:44  Take-5-SWU-Class  US          172.22.40.190      3       [0 ,0 ,0 ]

JLester-Home         2     AIR-CAP2702I-A-K9     54:a2:74:f2:3c:c4  default location  US          172.16.6.103       0       [0 ,0 ,0 ]

AP5087.89e2.ad4d     2     AIR-CAP2602E-A-K9     50:87:89:e2:ad:4d  default location              172.22.40.215      0       [0 ,0 ,0 ]
